DrugBank ID,Name,Type,UniProt ID,UniProt Name
DB00818,Propofol,SmallMoleculeDrug,P20813,Cytochrome P450 2B6
DB00818,Propofol,SmallMoleculeDrug,Q9HAW9,UDP-glucuronosyltransferase 1-8
DB00818,Propofol,SmallMoleculeDrug,O60656,UDP-glucuronosyltransferase 1-9
DB00818,Propofol,SmallMoleculeDrug,P22309,UDP-glucuronosyltransferase 1-1
DB00818,Propofol,SmallMoleculeDrug,O00519,Fatty-acid amide hydrolase 1
DB00818,Propofol,SmallMoleculeDrug,P05181,Cytochrome P450 2E1
DB00818,Propofol,SmallMoleculeDrug,Q16678,Cytochrome P450 1B1
DB00818,Propofol,SmallMoleculeDrug,P04798,Cytochrome P450 1A1
DB00818,Propofol,SmallMoleculeDrug,P05177,Cytochrome P450 1A2
DB00818,Propofol,SmallMoleculeDrug,P33260,Cytochrome P450 2C18
DB00818,Propofol,SmallMoleculeDrug,P33261,Cytochrome P450 2C19
DB00818,Propofol,SmallMoleculeDrug,P10632,Cytochrome P450 2C8
DB00818,Propofol,SmallMoleculeDrug,P19224,UDP-glucuronosyltransferase 1-6
DB00819,Acetazolamide,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB00820,Tadalafil,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB00822,Disulfiram,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB00822,Disulfiram,SmallMoleculeDrug,P20815,Cytochrome P450 3A5
DB00822,Disulfiram,SmallMoleculeDrug,P05181,Cytochrome P450 2E1
DB00823,Ethynodiol diacetate,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB00825,Levomenthol,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB00827,Cinoxacin,SmallMoleculeDrug,P05177,Cytochrome P450 1A2
DB00829,Diazepam,SmallMoleculeDrug,P11712,Cytochrome P450 2C9
DB00829,Diazepam,SmallMoleculeDrug,P24462,Cytochrome P450 3A7
DB00829,Diazepam,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB00829,Diazepam,SmallMoleculeDrug,P33261,Cytochrome P450 2C19
DB00829,Diazepam,SmallMoleculeDrug,P20815,Cytochrome P450 3A5
DB00829,Diazepam,SmallMoleculeDrug,P20813,Cytochrome P450 2B6
DB00829,Diazepam,SmallMoleculeDrug,P23219,Prostaglandin G/H synthase 1
DB00829,Diazepam,SmallMoleculeDrug,P33260,Cytochrome P450 2C18
DB00829,Diazepam,SmallMoleculeDrug,P10632,Cytochrome P450 2C8
DB00831,Trifluoperazine,SmallMoleculeDrug,P47989,Xanthine dehydrogenase/oxidase
DB00831,Trifluoperazine,SmallMoleculeDrug,P22310,UDP-glucuronosyltransferase 1-4
DB00831,Trifluoperazine,SmallMoleculeDrug,P05177,Cytochrome P450 1A2
DB00833,Cefaclor,SmallMoleculeDrug,P05164,Myeloperoxidase
DB00834,Mifepristone,SmallMoleculeDrug,P10635,Cytochrome P450 2D6
DB00834,Mifepristone,SmallMoleculeDrug,P10632,Cytochrome P450 2C8
DB00834,Mifepristone,SmallMoleculeDrug,P11712,Cytochrome P450 2C9
DB00834,Mifepristone,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB00834,Mifepristone,SmallMoleculeDrug,P20815,Cytochrome P450 3A5
DB00836,Loperamide,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB00836,Loperamide,SmallMoleculeDrug,P10632,Cytochrome P450 2C8
DB00836,Loperamide,SmallMoleculeDrug,P20813,Cytochrome P450 2B6
DB00836,Loperamide,SmallMoleculeDrug,P10635,Cytochrome P450 2D6
DB00839,Tolazamide,SmallMoleculeDrug,P11712,Cytochrome P450 2C9
DB00841,Dobutamine,SmallMoleculeDrug,P21964,Catechol O-methyltransferase
DB00842,Oxazepam,SmallMoleculeDrug,P54855,UDP-glucuronosyltransferase 2B15
DB00842,Oxazepam,SmallMoleculeDrug,P16662,UDP-glucuronosyltransferase 2B7
DB00842,Oxazepam,SmallMoleculeDrug,O60656,UDP-glucuronosyltransferase 1-9
DB00843,Donepezil,SmallMoleculeDrug,P10635,Cytochrome P450 2D6
DB00843,Donepezil,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB00843,Donepezil,SmallMoleculeDrug,P11712,Cytochrome P450 2C9
DB00845,Clofazimine,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB00845,Clofazimine,SmallMoleculeDrug,P20815,Cytochrome P450 3A5
DB00845,Clofazimine,SmallMoleculeDrug,P10632,Cytochrome P450 2C8
DB00845,Clofazimine,SmallMoleculeDrug,P10635,Cytochrome P450 2D6
DB00846,Flurandrenolide,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB00847,Cysteamine,SmallMoleculeDrug,P05164,Myeloperoxidase
DB00849,Methylphenobarbital,SmallMoleculeDrug,P33261,Cytochrome P450 2C19
DB00849,Methylphenobarbital,SmallMoleculeDrug,P20813,Cytochrome P450 2B6
DB00850,Perphenazine,SmallMoleculeDrug,P05177,Cytochrome P450 1A2
DB00850,Perphenazine,SmallMoleculeDrug,P33260,Cytochrome P450 2C18
DB00850,Perphenazine,SmallMoleculeDrug,P33261,Cytochrome P450 2C19
DB00850,Perphenazine,SmallMoleculeDrug,P10632,Cytochrome P450 2C8
DB00850,Perphenazine,SmallMoleculeDrug,P11712,Cytochrome P450 2C9
DB00850,Perphenazine,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB00850,Perphenazine,SmallMoleculeDrug,P10635,Cytochrome P450 2D6
DB00851,Dacarbazine,SmallMoleculeDrug,P04798,Cytochrome P450 1A1
DB00851,Dacarbazine,SmallMoleculeDrug,P05177,Cytochrome P450 1A2
DB00851,Dacarbazine,SmallMoleculeDrug,P05181,Cytochrome P450 2E1
DB00852,Pseudoephedrine,SmallMoleculeDrug,P21397,Amine oxidase [flavin-containing] A
DB00856,Chlorphenesin,SmallMoleculeDrug,P11511,Aromatase
DB00856,Chlorphenesin,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB00856,Chlorphenesin,SmallMoleculeDrug,P47989,Xanthine dehydrogenase/oxidase
DB00856,Chlorphenesin,SmallMoleculeDrug,P35354,Prostaglandin G/H synthase 2
DB00856,Chlorphenesin,SmallMoleculeDrug,P06276,Cholinesterase
DB00857,Terbinafine,SmallMoleculeDrug,P23219,Prostaglandin G/H synthase 1
DB00857,Terbinafine,SmallMoleculeDrug,P10635,Cytochrome P450 2D6
DB00857,Terbinafine,SmallMoleculeDrug,P11712,Cytochrome P450 2C9
DB00857,Terbinafine,SmallMoleculeDrug,P05177,Cytochrome P450 1A2
DB00857,Terbinafine,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB00857,Terbinafine,SmallMoleculeDrug,P10632,Cytochrome P450 2C8
DB00857,Terbinafine,SmallMoleculeDrug,P33261,Cytochrome P450 2C19
DB00858,Drostanolone,SmallMoleculeDrug,P11511,Aromatase
DB00860,Prednisolone,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB00861,Diflunisal,SmallMoleculeDrug,Q9HAW9,UDP-glucuronosyltransferase 1-8
DB00861,Diflunisal,SmallMoleculeDrug,O60656,UDP-glucuronosyltransferase 1-9
DB00862,Vardenafil,SmallMoleculeDrug,P20815,Cytochrome P450 3A5
DB00862,Vardenafil,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB00863,Ranitidine,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB00863,Ranitidine,SmallMoleculeDrug,P22303,Acetylcholinesterase
DB00863,Ranitidine,SmallMoleculeDrug,P05177,Cytochrome P450 1A2
DB00863,Ranitidine,SmallMoleculeDrug,P10635,Cytochrome P450 2D6
DB00864,Tacrolimus,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB00864,Tacrolimus,SmallMoleculeDrug,P20815,Cytochrome P450 3A5
DB00865,Benzphetamine,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB00865,Benzphetamine,SmallMoleculeDrug,P20813,Cytochrome P450 2B6
DB00865,Benzphetamine,SmallMoleculeDrug,P16435,NADPH--cytochrome P450 reductase
DB00866,Alprenolol,SmallMoleculeDrug,P10635,Cytochrome P450 2D6
DB00867,Ritodrine,SmallMoleculeDrug,P52209,"6-phosphogluconate dehydrogenase, decarboxylating"
DB00867,Ritodrine,SmallMoleculeDrug,P50225,Sulfotransferase 1A1
DB00867,Ritodrine,SmallMoleculeDrug,P0DMM9,Sulfotransferase 1A3
DB00867,Ritodrine,SmallMoleculeDrug,Q06520,Bile salt sulfotransferase
DB00867,Ritodrine,SmallMoleculeDrug,P50225,Sulfotransferase 1A1
DB00867,Ritodrine,SmallMoleculeDrug,P50226,Sulfotransferase 1A2
DB00867,Ritodrine,SmallMoleculeDrug,P0DMM9,Sulfotransferase 1A3
DB00867,Ritodrine,SmallMoleculeDrug,P0DMN0,Sulfotransferase 1A4
DB00867,Ritodrine,SmallMoleculeDrug,O00338,Sulfotransferase 1C2
DB00867,Ritodrine,SmallMoleculeDrug,Q6IMI6,Sulfotransferase 1C3
DB00867,Ritodrine,SmallMoleculeDrug,O75897,Sulfotransferase 1C4
DB00867,Ritodrine,SmallMoleculeDrug,Q9BR01,Sulfotransferase 4A1
DB00867,Ritodrine,SmallMoleculeDrug,Q6IMI4,Sulfotransferase 6B1
DB00867,Ritodrine,SmallMoleculeDrug,O43704,Sulfotransferase family cytosolic 1B member 1
DB00867,Ritodrine,SmallMoleculeDrug,O75897,Sulfotransferase 1C4
DB00868,Benzonatate,SmallMoleculeDrug,P06276,Cholinesterase
DB00869,Dorzolamide,SmallMoleculeDrug,P11712,Cytochrome P450 2C9
DB00869,Dorzolamide,SmallMoleculeDrug,P00176,Cytochrome P450 2B1
DB00869,Dorzolamide,SmallMoleculeDrug,P05181,Cytochrome P450 2E1
DB00869,Dorzolamide,SmallMoleculeDrug,P05183,Cytochrome P450 3A2
DB00870,Suprofen,SmallMoleculeDrug,P22309,UDP-glucuronosyltransferase 1-1
DB00870,Suprofen,SmallMoleculeDrug,P16662,UDP-glucuronosyltransferase 2B7
DB00870,Suprofen,SmallMoleculeDrug,P11712,Cytochrome P450 2C9
DB00871,Terbutaline,SmallMoleculeDrug,Q06520,Bile salt sulfotransferase
DB00871,Terbutaline,SmallMoleculeDrug,P50225,Sulfotransferase 1A1
DB00871,Terbutaline,SmallMoleculeDrug,P50226,Sulfotransferase 1A2
DB00871,Terbutaline,SmallMoleculeDrug,P0DMM9,Sulfotransferase 1A3
DB00871,Terbutaline,SmallMoleculeDrug,P0DMN0,Sulfotransferase 1A4
DB00871,Terbutaline,SmallMoleculeDrug,O00338,Sulfotransferase 1C2
DB00871,Terbutaline,SmallMoleculeDrug,Q6IMI6,Sulfotransferase 1C3
DB00871,Terbutaline,SmallMoleculeDrug,O75897,Sulfotransferase 1C4
DB00871,Terbutaline,SmallMoleculeDrug,Q9BR01,Sulfotransferase 4A1
DB00871,Terbutaline,SmallMoleculeDrug,Q6IMI4,Sulfotransferase 6B1
DB00871,Terbutaline,SmallMoleculeDrug,O43704,Sulfotransferase family cytosolic 1B member 1
DB00871,Terbutaline,SmallMoleculeDrug,P22309,UDP-glucuronosyltransferase 1-1
DB00871,Terbutaline,SmallMoleculeDrug,Q9HAW8,UDP-glucuronosyltransferase 1-10
DB00871,Terbutaline,SmallMoleculeDrug,P35503,UDP-glucuronosyltransferase 1-3
DB00871,Terbutaline,SmallMoleculeDrug,P22310,UDP-glucuronosyltransferase 1-4
DB00871,Terbutaline,SmallMoleculeDrug,P19224,UDP-glucuronosyltransferase 1-6
DB00871,Terbutaline,SmallMoleculeDrug,Q9HAW7,UDP-glucuronosyltransferase 1-7
DB00871,Terbutaline,SmallMoleculeDrug,Q9HAW9,UDP-glucuronosyltransferase 1-8
DB00871,Terbutaline,SmallMoleculeDrug,O60656,UDP-glucuronosyltransferase 1-9
DB00871,Terbutaline,SmallMoleculeDrug,P54855,UDP-glucuronosyltransferase 2B15
DB00871,Terbutaline,SmallMoleculeDrug,P06133,UDP-glucuronosyltransferase 2B4
DB00871,Terbutaline,SmallMoleculeDrug,P16662,UDP-glucuronosyltransferase 2B7
DB00871,Terbutaline,SmallMoleculeDrug,P06276,Cholinesterase
DB00872,Conivaptan,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB14596,Loteprednol etabonate,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB14596,Loteprednol etabonate,SmallMoleculeDrug,P27169,Serum paraoxonase/arylesterase 1
DB00875,Flupentixol,SmallMoleculeDrug,P23141,Liver carboxylesterase 1
DB00875,Flupentixol,SmallMoleculeDrug,P20711,Aromatic-L-amino-acid decarboxylase
DB00877,Sirolimus,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB00877,Sirolimus,SmallMoleculeDrug,P20815,Cytochrome P450 3A5
DB00877,Sirolimus,SmallMoleculeDrug,P24462,Cytochrome P450 3A7
DB00879,Emtricitabine,SmallMoleculeDrug,P27707,Deoxycytidine kinase
DB00881,Quinapril,SmallMoleculeDrug,P23141,Liver carboxylesterase 1
DB00882,Clomifene,SmallMoleculeDrug,P05093,"Steroid 17-alpha-hydroxylase/17,20 lyase"
DB00883,Isosorbide dinitrate,SmallMoleculeDrug,P05181,Cytochrome P450 2E1
DB00884,Risedronic acid,SmallMoleculeDrug,P35354,Prostaglandin G/H synthase 2
DB00887,Bumetanide,SmallMoleculeDrug,P35354,Prostaglandin G/H synthase 2
DB00888,Mechlorethamine,SmallMoleculeDrug,P06276,Cholinesterase
DB00889,Granisetron,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB00889,Granisetron,SmallMoleculeDrug,P04798,Cytochrome P450 1A1
DB00891,Sulfapyridine,SmallMoleculeDrug,P11712,Cytochrome P450 2C9
DB00892,Oxybuprocaine,SmallMoleculeDrug,P06276,Cholinesterase
DB00896,Rimexolone,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB00896,Rimexolone,SmallMoleculeDrug,P20815,Cytochrome P450 3A5
DB00897,Triazolam,SmallMoleculeDrug,P24462,Cytochrome P450 3A7
DB00897,Triazolam,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB00897,Triazolam,SmallMoleculeDrug,P10632,Cytochrome P450 2C8
DB00897,Triazolam,SmallMoleculeDrug,P20815,Cytochrome P450 3A5
DB00898,Ethanol,SmallMoleculeDrug,P04798,Cytochrome P450 1A1
DB00898,Ethanol,SmallMoleculeDrug,P05177,Cytochrome P450 1A2
DB00898,Ethanol,SmallMoleculeDrug,P20813,Cytochrome P450 2B6
DB00898,Ethanol,SmallMoleculeDrug,P11712,Cytochrome P450 2C9
DB00898,Ethanol,SmallMoleculeDrug,P33261,Cytochrome P450 2C19
DB00898,Ethanol,SmallMoleculeDrug,P05181,Cytochrome P450 2E1
DB00898,Ethanol,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB00898,Ethanol,SmallMoleculeDrug,Q02928,Cytochrome P450 4A11
DB00898,Ethanol,SmallMoleculeDrug,P07327,Alcohol dehydrogenase 1A
DB00898,Ethanol,SmallMoleculeDrug,P00325,Alcohol dehydrogenase 1B
DB00898,Ethanol,SmallMoleculeDrug,P00326,Alcohol dehydrogenase 1C
DB00898,Ethanol,SmallMoleculeDrug,P11766,Alcohol dehydrogenase class-3
DB00898,Ethanol,SmallMoleculeDrug,P08319,Alcohol dehydrogenase 4
DB00898,Ethanol,SmallMoleculeDrug,P40394,Alcohol dehydrogenase class 4 mu/sigma chain
DB00898,Ethanol,SmallMoleculeDrug,P28332,Alcohol dehydrogenase 6
DB00898,Ethanol,SmallMoleculeDrug,P14550,Alcohol dehydrogenase [NADP(+)]
DB00903,Etacrynic acid,SmallMoleculeDrug,P09210,Glutathione S-transferase A2
DB00904,Ondansetron,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB00904,Ondansetron,SmallMoleculeDrug,P05177,Cytochrome P450 1A2
DB00904,Ondansetron,SmallMoleculeDrug,P10635,Cytochrome P450 2D6
DB00904,Ondansetron,SmallMoleculeDrug,P20815,Cytochrome P450 3A5
DB00904,Ondansetron,SmallMoleculeDrug,P24462,Cytochrome P450 3A7
DB00904,Ondansetron,SmallMoleculeDrug,P11712,Cytochrome P450 2C9
DB00904,Ondansetron,SmallMoleculeDrug,P05181,Cytochrome P450 2E1
DB00905,Bimatoprost,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB00905,Bimatoprost,SmallMoleculeDrug,P20815,Cytochrome P450 3A5
DB00906,Tiagabine,SmallMoleculeDrug,P22309,UDP-glucuronosyltransferase 1-1
DB00906,Tiagabine,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB00907,Cocaine,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB00907,Cocaine,SmallMoleculeDrug,P10635,Cytochrome P450 2D6
DB00907,Cocaine,SmallMoleculeDrug,P10632,Cytochrome P450 2C8
DB00907,Cocaine,SmallMoleculeDrug,P06276,Cholinesterase
DB00907,Cocaine,SmallMoleculeDrug,P23141,Liver carboxylesterase 1
DB00908,Quinidine,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB00908,Quinidine,SmallMoleculeDrug,P24462,Cytochrome P450 3A7
DB00908,Quinidine,SmallMoleculeDrug,P10635,Cytochrome P450 2D6
DB00908,Quinidine,SmallMoleculeDrug,P05177,Cytochrome P450 1A2
DB00908,Quinidine,SmallMoleculeDrug,P05181,Cytochrome P450 2E1
DB00908,Quinidine,SmallMoleculeDrug,P04798,Cytochrome P450 1A1
DB00908,Quinidine,SmallMoleculeDrug,P20813,Cytochrome P450 2B6
DB00908,Quinidine,SmallMoleculeDrug,P11712,Cytochrome P450 2C9
DB00908,Quinidine,SmallMoleculeDrug,P10632,Cytochrome P450 2C8
DB00909,Zonisamide,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB00909,Zonisamide,SmallMoleculeDrug,P20815,Cytochrome P450 3A5
DB00909,Zonisamide,SmallMoleculeDrug,P33261,Cytochrome P450 2C19
DB00909,Zonisamide,SmallMoleculeDrug,P22309,UDP-glucuronosyltransferase 1-1
DB00909,Zonisamide,SmallMoleculeDrug,Q06278,Aldehyde oxidase
DB00910,Paricalcitol,SmallMoleculeDrug,Q07973,"1,25-dihydroxyvitamin D(3) 24-hydroxylase, mitochondrial"
DB00910,Paricalcitol,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB00910,Paricalcitol,SmallMoleculeDrug,P22310,UDP-glucuronosyltransferase 1-4
DB00911,Tinidazole,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB00912,Repaglinide,SmallMoleculeDrug,P10632,Cytochrome P450 2C8
DB00912,Repaglinide,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB00914,Phenformin,SmallMoleculeDrug,P10635,Cytochrome P450 2D6
DB00915,Amantadine,SmallMoleculeDrug,P20711,Aromatic-L-amino-acid decarboxylase
DB00915,Amantadine,SmallMoleculeDrug,P27338,Amine oxidase [flavin-containing] B
DB00916,Metronidazole,SmallMoleculeDrug,P10632,Cytochrome P450 2C8
DB00916,Metronidazole,SmallMoleculeDrug,P22309,UDP-glucuronosyltransferase 1-1
DB00916,Metronidazole,SmallMoleculeDrug,P11509,Cytochrome P450 2A6
DB00916,Metronidazole,SmallMoleculeDrug,P20815,Cytochrome P450 3A5
DB00916,Metronidazole,SmallMoleculeDrug,P24462,Cytochrome P450 3A7
DB00916,Metronidazole,SmallMoleculeDrug,P11712,Cytochrome P450 2C9
DB00916,Metronidazole,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB00918,Almotriptan,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB00918,Almotriptan,SmallMoleculeDrug,P10635,Cytochrome P450 2D6
DB00918,Almotriptan,SmallMoleculeDrug,P21397,Amine oxidase [flavin-containing] A
DB00918,Almotriptan,SmallMoleculeDrug,P31513,Dimethylaniline monooxygenase [N-oxide-forming] 3
DB00918,Almotriptan,SmallMoleculeDrug,P33261,Cytochrome P450 2C19
DB00918,Almotriptan,SmallMoleculeDrug,P05181,Cytochrome P450 2E1
DB00918,Almotriptan,SmallMoleculeDrug,P10632,Cytochrome P450 2C8
DB00920,Ketotifen,SmallMoleculeDrug,P35503,UDP-glucuronosyltransferase 1-3
DB00920,Ketotifen,SmallMoleculeDrug,P22310,UDP-glucuronosyltransferase 1-4
DB00920,Ketotifen,SmallMoleculeDrug,P36537,UDP-glucuronosyltransferase 2B10
DB00921,Buprenorphine,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB00921,Buprenorphine,SmallMoleculeDrug,P20815,Cytochrome P450 3A5
DB00921,Buprenorphine,SmallMoleculeDrug,P11712,Cytochrome P450 2C9
DB00921,Buprenorphine,SmallMoleculeDrug,P10632,Cytochrome P450 2C8
DB00921,Buprenorphine,SmallMoleculeDrug,P24462,Cytochrome P450 3A7
DB00921,Buprenorphine,SmallMoleculeDrug,P10635,Cytochrome P450 2D6
DB00921,Buprenorphine,SmallMoleculeDrug,P33260,Cytochrome P450 2C18
DB00921,Buprenorphine,SmallMoleculeDrug,P33261,Cytochrome P450 2C19
DB00924,Cyclobenzaprine,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB00924,Cyclobenzaprine,SmallMoleculeDrug,P05177,Cytochrome P450 1A2
DB00924,Cyclobenzaprine,SmallMoleculeDrug,P10635,Cytochrome P450 2D6
DB00924,Cyclobenzaprine,SmallMoleculeDrug,P22310,UDP-glucuronosyltransferase 1-4
DB00924,Cyclobenzaprine,SmallMoleculeDrug,P36537,UDP-glucuronosyltransferase 2B10
DB00926,Etretinate,SmallMoleculeDrug,P11511,Aromatase
DB00927,Famotidine,SmallMoleculeDrug,P05177,Cytochrome P450 1A2
DB00928,Azacitidine,SmallMoleculeDrug,P32320,Cytidine deaminase
DB00932,Tipranavir,SmallMoleculeDrug,P33261,Cytochrome P450 2C19
DB00932,Tipranavir,SmallMoleculeDrug,P22309,UDP-glucuronosyltransferase 1-1
DB00932,Tipranavir,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB00932,Tipranavir,SmallMoleculeDrug,P10635,Cytochrome P450 2D6
DB00933,Mesoridazine,SmallMoleculeDrug,P10635,Cytochrome P450 2D6
DB00934,Maprotiline,SmallMoleculeDrug,P05177,Cytochrome P450 1A2
DB00934,Maprotiline,SmallMoleculeDrug,P10635,Cytochrome P450 2D6
DB00935,Oxymetazoline,SmallMoleculeDrug,O60656,UDP-glucuronosyltransferase 1-9
DB00935,Oxymetazoline,SmallMoleculeDrug,P33261,Cytochrome P450 2C19
DB00936,Salicylic acid,SmallMoleculeDrug,P11712,Cytochrome P450 2C9
DB00938,Salmeterol,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB00938,Salmeterol,SmallMoleculeDrug,P20815,Cytochrome P450 3A5
DB00938,Salmeterol,SmallMoleculeDrug,P24462,Cytochrome P450 3A7
DB00938,Salmeterol,SmallMoleculeDrug,P10632,Cytochrome P450 2C8
DB00940,Methantheline,SmallMoleculeDrug,P22303,Acetylcholinesterase
DB00943,Zalcitabine,SmallMoleculeDrug,P27707,Deoxycytidine kinase
DB00945,Acetylsalicylic acid,SmallMoleculeDrug,P33261,Cytochrome P450 2C19
DB00945,Acetylsalicylic acid,SmallMoleculeDrug,P11712,Cytochrome P450 2C9
DB00945,Acetylsalicylic acid,SmallMoleculeDrug,P19224,UDP-glucuronosyltransferase 1-6
DB00945,Acetylsalicylic acid,SmallMoleculeDrug,P11245,Arylamine N-acetyltransferase 2
DB00946,Phenprocoumon,SmallMoleculeDrug,P10632,Cytochrome P450 2C8
DB00946,Phenprocoumon,SmallMoleculeDrug,P11712,Cytochrome P450 2C9
DB00946,Phenprocoumon,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB00947,Fulvestrant,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB00947,Fulvestrant,SmallMoleculeDrug,P22309,UDP-glucuronosyltransferase 1-1
DB00949,Felbamate,SmallMoleculeDrug,P05181,Cytochrome P450 2E1
DB00949,Felbamate,SmallMoleculeDrug,P11712,Cytochrome P450 2C9
DB00949,Felbamate,SmallMoleculeDrug,P33261,Cytochrome P450 2C19
DB00949,Felbamate,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB00951,Isoniazid,SmallMoleculeDrug,P11245,Arylamine N-acetyltransferase 2
DB00951,Isoniazid,SmallMoleculeDrug,P9WJI5,Arylamine N-acetyltransferase
DB00951,Isoniazid,SmallMoleculeDrug,P11509,Cytochrome P450 2A6
DB00951,Isoniazid,SmallMoleculeDrug,P10632,Cytochrome P450 2C8
DB00951,Isoniazid,SmallMoleculeDrug,P05181,Cytochrome P450 2E1
DB00951,Isoniazid,SmallMoleculeDrug,P05177,Cytochrome P450 1A2
DB00951,Isoniazid,SmallMoleculeDrug,P11712,Cytochrome P450 2C9
DB00951,Isoniazid,SmallMoleculeDrug,P10635,Cytochrome P450 2D6
DB00951,Isoniazid,SmallMoleculeDrug,P33261,Cytochrome P450 2C19
DB00951,Isoniazid,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB00952,Naratriptan,SmallMoleculeDrug,P21397,Amine oxidase [flavin-containing] A
DB00953,Rizatriptan,SmallMoleculeDrug,P21397,Amine oxidase [flavin-containing] A
DB00954,Dirithromycin,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB00956,Hydrocodone,SmallMoleculeDrug,P10635,Cytochrome P450 2D6
DB00956,Hydrocodone,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB00956,Hydrocodone,SmallMoleculeDrug,P20813,Cytochrome P450 2B6
DB00956,Hydrocodone,SmallMoleculeDrug,P33261,Cytochrome P450 2C19
DB00957,Norgestimate,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB00957,Norgestimate,SmallMoleculeDrug,P20813,Cytochrome P450 2B6
DB00957,Norgestimate,SmallMoleculeDrug,P11712,Cytochrome P450 2C9
DB00957,Norgestimate,SmallMoleculeDrug,P22309,UDP-glucuronosyltransferase 1-1
DB00958,Carboplatin,SmallMoleculeDrug,P47989,Xanthine dehydrogenase/oxidase
DB00958,Carboplatin,SmallMoleculeDrug,P05164,Myeloperoxidase
DB00958,Carboplatin,SmallMoleculeDrug,P30711,Glutathione S-transferase theta-1
DB00958,Carboplatin,SmallMoleculeDrug,P04731,Metallothionein-1A
DB00958,Carboplatin,SmallMoleculeDrug,P02795,Metallothionein-2
DB00958,Carboplatin,SmallMoleculeDrug,P00441,Superoxide dismutase [Cu-Zn]
DB00958,Carboplatin,SmallMoleculeDrug,P09211,Glutathione S-transferase P
DB00958,Carboplatin,SmallMoleculeDrug,P09488,Glutathione S-transferase Mu 1
DB00958,Carboplatin,SmallMoleculeDrug,P15559,NAD(P)H dehydrogenase [quinone] 1
DB00959,Methylprednisolone,SmallMoleculeDrug,Q04828,Aldo-keto reductase family 1 member C1
DB00959,Methylprednisolone,SmallMoleculeDrug,P52895,Aldo-keto reductase family 1 member C2
DB00959,Methylprednisolone,SmallMoleculeDrug,P42330,Aldo-keto reductase family 1 member C3
DB00959,Methylprednisolone,SmallMoleculeDrug,P17516,Aldo-keto reductase family 1 member C4
DB00959,Methylprednisolone,SmallMoleculeDrug,P28845,Corticosteroid 11-beta-dehydrogenase isozyme 1
DB00959,Methylprednisolone,SmallMoleculeDrug,P80365,Corticosteroid 11-beta-dehydrogenase isozyme 2
DB00959,Methylprednisolone,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB00959,Methylprednisolone,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB00959,Methylprednisolone,SmallMoleculeDrug,Q9HB55,Cytochrome P450 3A43
DB00959,Methylprednisolone,SmallMoleculeDrug,P20815,Cytochrome P450 3A5
